0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,28
10,29
19,30
29,31
41,33
53,35
54,36
54,36
54,36
54,36
54,36
54,36
54,36
54,36
54,36
54,36
54,36
54,36
55,37
57,39
57,40
58,41
59,43
60,47
61,50
61,54
61,58
59,60
57,62
56,62
55,62
54,62
53,62
51,61
49,61
49,61
48,62
48,63
48,64
47,65
47,65
47,65
45,65
43,65
43,65
42,65
42,64
42,61
43,56
44,53
44,52
44,52
44,52
44,52
44,52
44,52
44,52
41,47
41,41
41,39
41,37
41,35
41,35
41,35
41,35
41,35
42,35
42,35
42,35
42,35
42,33
41,30
41,30
41,30
41,30
41,30
41,30
41,30
41,30
